# timestamps [seconds],pts
750469.581214,1891365
750469.602268,1892745
750469.620667,1893951
750469.639061,1895156
750469.657520,1896366
750469.679558,1897810
750469.702108,1899288
750469.725192,1900801
750469.748592,1902334
750469.770264,1903755
750469.788806,1904970
750469.811078,1906429
750469.831581,1907773
750469.851551,1909082
750469.871275,1910374
750469.891814,1911720
750469.914475,1913205
750469.933735,1914468
750469.953054,1915734
750469.975478,1917203
750469.995535,1918518
750470.015198,1919806
750470.034957,1921101
750470.052854,1922274
750470.074368,1923684
750470.094192,1924983
750470.115688,1926392
750470.138408,1927881
750470.163117,1929500
750470.186012,1931001
750470.207139,1932385
